Position,Team,Starting Grid,Total Time/Gap/Retirement,Points,Fastest Lap,DateID,DriverID,CircuitLocationID_x
8,AlphaTauri RBPT,16.0,+20.386,4.0,No,20220320,25,34
9,Alpine Renault,8.0,+22.390,2.0,No,20220320,24,34
10,Alfa Romeo Ferrari,15.0,+23.064,1.0,No,20220320,30,34
11,Haas Ferrari,12.0,+32.574,0.0,No,20220320,26,34
12,Aston Martin Aramco Mercedes,19.0,+45.873,0.0,No,20220320,11,34
13,Williams Mercedes,14.0,+53.932,0.0,No,20220320,7,34
14,McLaren Mercedes,18.0,+54.975,0.0,No,20220320,5,34
15,McLaren Mercedes,13.0,+56.335,0.0,No,20220320,9,34
16,Williams Mercedes,20.0,+61.795,0.0,No,20220320,21,34
17,Aston Martin Aramco Mercedes,17.0,+63.829,0.0,No,20220320,15,34
NC,Red Bull Racing RBPT,4.0,DNF,0.0,No,20220320,4,34
NC,Red Bull Racing RBPT,2.0,DNF,0.0,No,20220320,3,34
NC,AlphaTauri RBPT,10.0,DNF,0.0,No,20220320,10,34
1,Red Bull Racing RBPT,4.0,1:24:19.293,25.0,No,20220327,3,136
2,Ferrari,2.0,+0.549,19.0,Yes,20220327,8,136
3,Ferrari,3.0,+8.097,15.0,No,20220327,6,136
4,Red Bull Racing RBPT,1.0,+10.800,12.0,No,20220327,4,136
5,Mercedes,6.0,+32.732,10.0,No,20220327,18,136
6,Alpine Renault,5.0,+56.017,8.0,No,20220327,12,136
7,McLaren Mercedes,11.0,+56.124,6.0,No,20220327,9,136
8,AlphaTauri RBPT,9.0,+62.946,4.0,No,20220327,10,136
9,Haas Ferrari,10.0,+64.308,2.0,No,20220327,20,136
10,Mercedes,15.0,+73.948,1.0,No,20220327,1,136
11,Alfa Romeo Ferrari,12.0,+82.215,0.0,No,20220327,30,136
12,Aston Martin Aramco Mercedes,17.0,+91.742,0.0,No,20220327,15,136
13,Aston Martin Aramco Mercedes,13.0,+1 lap,0.0,No,20220327,11,136
NC,Williams Mercedes,16.0,DNF,0.0,No,20220327,7,136
NC,Alfa Romeo Ferrari,8.0,DNF,0.0,No,20220327,2,136
NC,Alpine Renault,7.0,DNF,0.0,No,20220327,24,136
NC,McLaren Mercedes,14.0,DNF,0.0,No,20220327,5,136
NC,Williams Mercedes,18.0,DNF,0.0,No,20220327,21,136
NC,AlphaTauri RBPT,19.0,DNF,0.0,No,20220327,25,136
NC,Haas Ferrari,20.0,DNF,0.0,No,20220327,26,136
1,Ferrari,1.0,1:27:46.548,26.0,Yes,20220410,8,8
2,Red Bull Racing RBPT,3.0,+20.524,18.0,No,20220410,4,8
3,Mercedes,6.0,+25.593,15.0,No,20220410,18,8
4,Mercedes,5.0,+28.543,12.0,No,20220410,1,8
5,McLaren Mercedes,4.0,+53.303,10.0,No,20220410,9,8
6,McLaren Mercedes,7.0,+53.737,8.0,No,20220410,5,8
7,Alpine Renault,8.0,+61.683,6.0,No,20220410,12,8
8,Alfa Romeo Ferrari,12.0,+68.439,4.0,No,20220410,2,8
9,AlphaTauri RBPT,11.0,+76.221,2.0,No,20220410,10,8
10,Williams Mercedes,20.0,+79.382,1.0,No,20220410,7,8
11,Alfa Romeo Ferrari,14.0,+81.695,0.0,No,20220410,30,8
12,Aston Martin Aramco Mercedes,19.0,+88.598,0.0,No,20220410,11,8
13,Haas Ferrari,15.0,+1 lap,0.0,No,20220410,26,8
14,Haas Ferrari,16.0,+1 lap,0.0,No,20220410,20,8
15,AlphaTauri RBPT,13.0,+1 lap,0.0,No,20220410,25,8
16,Williams Mercedes,18.0,+1 lap,0.0,No,20220410,21,8
17,Alpine Renault,10.0,+1 lap,0.0,No,20220410,24,8
NC,Red Bull Racing RBPT,2.0,DNF,0.0,No,20220410,3,8
NC,Aston Martin Aramco Mercedes,17.0,DNF,0.0,No,20220410,13,8
NC,Ferrari,9.0,DNF,0.0,No,20220410,6,8
1,Red Bull Racing RBPT,1.0,1:32:07.986,26.0,Yes,20220424,3,19
2,Red Bull Racing RBPT,3.0,+16.527,18.0,No,20220424,4,19
3,McLaren Mercedes,5.0,+34.834,15.0,No,20220424,9,19
4,Mercedes,11.0,+42.506,12.0,No,20220424,18,19
5,Alfa Romeo Ferrari,7.0,+43.181,10.0,No,20220424,2,19
6,Ferrari,2.0,+56.072,8.0,No,20220424,8,19
7,AlphaTauri RBPT,12.0,+61.110,6.0,No,20220424,25,19
8,Aston Martin Aramco Mercedes,13.0,+70.892,4.0,No,20220424,13,19
9,Haas Ferrari,8.0,+75.260,2.0,No,20220424,20,19
10,Aston Martin Aramco Mercedes,15.0,+1 lap,1.0,No,20220424,11,19
11,Williams Mercedes,18.0,+1 lap,0.0,No,20220424,7,19
12,AlphaTauri RBPT,17.0,+1 lap,0.0,No,20220424,10,19
13,Mercedes,14.0,+1 lap,0.0,No,20220424,1,19
14,Alpine Renault,16.0,+1 lap,0.0,No,20220424,12,19
15,Alfa Romeo Ferrari,20.0,+1 lap,0.0,No,20220424,30,19
16,Williams Mercedes,19.0,+1 lap,0.0,No,20220424,21,19
17,Haas Ferrari,10.0,+1 lap,0.0,No,20220424,26,19
18,McLaren Mercedes,6.0,+1 lap,0.0,No,20220424,5,19
NC,Alpine Renault,9.0,DNF,0.0,No,20220424,24,19
NC,Ferrari,4.0,DNF,0.0,No,20220424,6,19
1,Red Bull Racing RBPT,3.0,1:34:24.258,26.0,Yes,20220508,3,147
2,Ferrari,1.0,+3.786,18.0,No,20220508,8,147
3,Ferrari,2.0,+8.229,15.0,No,20220508,6,147
4,Red Bull Racing RBPT,4.0,+10.638,12.0,No,20220508,4,147
5,Mercedes,12.0,+18.582,10.0,No,20220508,18,147
6,Mercedes,6.0,+21.368,8.0,No,20220508,1,147
7,Alfa Romeo Ferrari,5.0,+25.073,6.0,No,20220508,2,147
8,Alpine Renault,20.0,+28.386,4.0,No,20220508,12,147
9,Williams Mercedes,18.0,+32.365,2.0,No,20220508,7,147
10,Aston Martin Aramco Mercedes,10.0,+37.026,1.0,No,20220508,11,147
11,Alpine Renault,11.0,+37.128,0.0,No,20220508,24,147
12,AlphaTauri RBPT,9.0,+40.146,0.0,No,20220508,25,147
13,McLaren Mercedes,14.0,+40.902,0.0,No,20220508,5,147
14,Williams Mercedes,19.0,+49.936,0.0,No,20220508,21,147
15,Haas Ferrari,15.0,+73.305,0.0,No,20220508,26,147
NC,Haas Ferrari,16.0,DNF,0.0,No,20220508,20,147
NC,Aston Martin Aramco Mercedes,13.0,DNF,0.0,No,20220508,13,147
NC,AlphaTauri RBPT,7.0,DNF,0.0,No,20220508,10,147
NC,McLaren Mercedes,8.0,DNF,0.0,No,20220508,9,147
NC,Alfa Romeo Ferrari,17.0,DNF,0.0,No,20220508,30,147
1,Red Bull Racing RBPT,2.0,1:37:20.475,25.0,No,20220522,3,54
2,Red Bull Racing RBPT,5.0,+13.072,19.0,Yes,20220522,4,54
3,Mercedes,4.0,+32.927,15.0,No,20220522,18,54
4,Ferrari,3.0,+45.208,12.0,No,20220522,6,54
5,Mercedes,6.0,+54.534,10.0,No,20220522,1,54
6,Alfa Romeo Ferrari,7.0,+59.976,8.0,No,20220522,2,54
7,Alpine Renault,12.0,+75.397,6.0,No,20220522,12,54
8,McLaren Mercedes,11.0,+83.235,4.0,No,20220522,9,54
9,Alpine Renault,20.0,+1 lap,2.0,No,20220522,24,54
10,AlphaTauri RBPT,13.0,+1 lap,1.0,No,20220522,25,54
11,Aston Martin Aramco Mercedes,16.0,+1 lap,0.0,No,20220522,13,54
12,McLaren Mercedes,9.0,+1 lap,0.0,No,20220522,5,54
13,AlphaTauri RBPT,14.0,+1 lap,0.0,No,20220522,10,54
14,Haas Ferrari,10.0,+1 lap,0.0,No,20220522,26,54
15,Aston Martin Aramco Mercedes,17.0,+1 lap,0.0,No,20220522,11,54
16,Williams Mercedes,19.0,+2 laps,0.0,No,20220522,21,54
17,Haas Ferrari,8.0,+2 laps,0.0,No,20220522,20,54
18,Williams Mercedes,18.0,+2 laps,0.0,No,20220522,7,54
NC,Alfa Romeo Ferrari,15.0,DNF,0.0,No,20220522,30,54
NC,Ferrari,1.0,DNF,0.0,No,20220522,8,54
1,Red Bull Racing RBPT,3.0,1:56:30.265,25.0,No,20220529,4,57
2,Ferrari,2.0,+1.154,18.0,No,20220529,6,57
3,Red Bull Racing RBPT,4.0,+1.491,15.0,No,20220529,3,57
4,Ferrari,1.0,+2.922,12.0,No,20220529,8,57
5,Mercedes,6.0,+11.968,10.0,No,20220529,18,57
6,McLaren Mercedes,5.0,+12.231,9.0,Yes,20220529,9,57
7,Alpine Renault,7.0,+46.358,6.0,No,20220529,24,57
8,Mercedes,8.0,+50.388,4.0,No,20220529,1,57
9,Alfa Romeo Ferrari,12.0,+52.525,2.0,No,20220529,2,57
10,Aston Martin Aramco Mercedes,9.0,+53.536,1.0,No,20220529,13,57
11,AlphaTauri RBPT,17.0,+54.289,0.0,No,20220529,10,57
12,Alpine Renault,10.0,+55.644,0.0,No,20220529,12,57
13,McLaren Mercedes,14.0,+57.635,0.0,No,20220529,5,57
14,Aston Martin Aramco Mercedes,18.0,+60.802,0.0,No,20220529,11,57
15,Williams Mercedes,19.0,+1 lap,0.0,No,20220529,21,57
16,Alfa Romeo Ferrari,20.0,+1 lap,0.0,No,20220529,30,57
17,AlphaTauri RBPT,11.0,+1 lap,0.0,No,20220529,25,57
NC,Williams Mercedes,16.0,DNF,0.0,No,20220529,7,57
NC,Haas Ferrari,15.0,DNF,0.0,No,20220529,26,57
NC,Haas Ferrari,13.0,DNF,0.0,No,20220529,20,57
1,Red Bull Racing RBPT,3.0,1:34:05.941,25.0,No,20220612,3,36
2,Red Bull Racing RBPT,2.0,+20.823,19.0,Yes,20220612,4,36
3,Mercedes,5.0,+45.995,15.0,No,20220612,18,36
4,Mercedes,7.0,+71.679,12.0,No,20220612,1,36
5,AlphaTauri RBPT,6.0,+77.299,10.0,No,20220612,10,36
6,Aston Martin Aramco Mercedes,9.0,+84.099,8.0,No,20220612,13,36
7,Alpine Renault,10.0,+88.596,6.0,No,20220612,24,36
8,McLaren Mercedes,12.0,+92.207,4.0,No,20220612,5,36
9,McLaren Mercedes,11.0,+92.556,2.0,No,20220612,9,36
10,Alpine Renault,13.0,+108.184,1.0,No,20220612,12,36
11,Alfa Romeo Ferrari,15.0,+1 lap,0.0,No,20220612,2,36
12,Williams Mercedes,17.0,+1 lap,0.0,No,20220612,7,36
13,AlphaTauri RBPT,8.0,+1 lap,0.0,No,20220612,25,36
14,Haas Ferrari,20.0,+1 lap,0.0,No,20220612,26,36
15,Williams Mercedes,18.0,+1 lap,0.0,No,20220612,21,36
NC,Aston Martin Aramco Mercedes,19.0,DNF,0.0,No,20220612,11,36
NC,Haas Ferrari,16.0,DNF,0.0,No,20220612,20,36
NC,Alfa Romeo Ferrari,14.0,DNF,0.0,No,20220612,30,36
NC,Ferrari,1.0,DNF,0.0,No,20220612,8,36
NC,Ferrari,4.0,DNF,0.0,No,20220612,6,36
1,Red Bull Racing RBPT,1.0,1:36:21.757,25.0,No,20220619,3,83
2,Ferrari,3.0,+0.993,19.0,Yes,20220619,6,83
3,Mercedes,4.0,+7.006,15.0,No,20220619,1,83
4,Mercedes,8.0,+12.313,12.0,No,20220619,18,83
5,Ferrari,19.0,+15.168,10.0,No,20220619,8,83
6,Alpine Renault,7.0,+23.890,8.0,No,20220619,12,83
7,Alfa Romeo Ferrari,11.0,+25.247,6.0,No,20220619,2,83
8,Alfa Romeo Ferrari,10.0,+26.952,4.0,No,20220619,30,83
9,Alpine Renault,2.0,+29.945,2.0,No,20220619,24,83
10,Aston Martin Aramco Mercedes,17.0,+38.222,1.0,No,20220619,11,83
11,McLaren Mercedes,9.0,+43.047,0.0,No,20220619,5,83
12,Aston Martin Aramco Mercedes,16.0,+44.245,0.0,No,20220619,13,83
13,Williams Mercedes,12.0,+44.893,0.0,No,20220619,7,83
14,AlphaTauri RBPT,15.0,+45.183,0.0,No,20220619,10,83
15,McLaren Mercedes,14.0,+52.145,0.0,No,20220619,9,83
16,Williams Mercedes,18.0,+59.978,0.0,No,20220619,21,83
17,Haas Ferrari,5.0,+68.180,0.0,No,20220619,20,83
NC,AlphaTauri RBPT,20.0,DNF,0.0,No,20220619,25,83
NC,Haas Ferrari,6.0,DNF,0.0,No,20220619,26,83
NC,Red Bull Racing RBPT,13.0,DNF,0.0,No,20220619,4,83
1,Ferrari,1.0,2:17:50.311,25.0,No,20220703,6,202
2,Red Bull Racing RBPT,4.0,+3.779,18.0,No,20220703,4,202
3,Mercedes,5.0,+6.225,16.0,Yes,20220703,1,202
4,Ferrari,3.0,+8.546,12.0,No,20220703,8,202
5,Alpine Renault,7.0,+9.571,10.0,No,20220703,24,202
6,McLaren Mercedes,6.0,+11.943,8.0,No,20220703,9,202
7,Red Bull Racing RBPT,2.0,+18.777,6.0,No,20220703,3,202
8,Haas Ferrari,19.0,+18.995,4.0,No,20220703,26,202
9,Aston Martin Aramco Mercedes,18.0,+22.356,2.0,No,20220703,13,202
10,Haas Ferrari,17.0,+24.590,1.0,No,20220703,20,202
11,Aston Martin Aramco Mercedes,20.0,+26.147,0.0,No,20220703,11,202
12,Williams Mercedes,10.0,+32.511,0.0,No,20220703,21,202
13,McLaren Mercedes,14.0,+32.817,0.0,No,20220703,5,202
14,AlphaTauri RBPT,13.0,+40.910,0.0,No,20220703,25,202
NC,Alpine Renault,15.0,DNF,0.0,No,20220703,12,202
NC,AlphaTauri RBPT,11.0,DNF,0.0,No,20220703,10,202
NC,Alfa Romeo Ferrari,12.0,DNF,0.0,No,20220703,2,202
NC,Mercedes,8.0,DNF,0.0,No,20220703,18,202
NC,Alfa Romeo Ferrari,9.0,DNF,0.0,No,20220703,30,202
NC,Williams Mercedes,16.0,DNF,0.0,No,20220703,7,202
1,Ferrari,2.0,1:24:24.312,25.0,No,20220710,8,174
2,Red Bull Racing RBPT,1.0,+1.532,19.0,Yes,20220710,3,174
3,Mercedes,8.0,+41.217,15.0,No,20220710,1,174
4,Mercedes,4.0,+58.972,12.0,No,20220710,18,174
5,Alpine Renault,6.0,+68.436,10.0,No,20220710,12,174
6,Haas Ferrari,9.0,+1 lap,8.0,No,20220710,26,174
7,McLaren Mercedes,10.0,+1 lap,6.0,No,20220710,9,174
8,Haas Ferrari,7.0,+1 lap,4.0,No,20220710,20,174
9,McLaren Mercedes,11.0,+1 lap,2.0,No,20220710,5,174
10,Alpine Renault,19.0,+1 lap,1.0,No,20220710,24,174
11,Alfa Romeo Ferrari,20.0,+1 lap,0.0,No,20220710,2,174
12,Williams Mercedes,15.0,+1 lap,0.0,No,20220710,7,174
13,Aston Martin Aramco Mercedes,12.0,+1 lap,0.0,No,20220710,11,174
14,Alfa Romeo Ferrari,13.0,+1 lap,0.0,No,20220710,30,174
15,AlphaTauri RBPT,14.0,+1 lap,0.0,No,20220710,10,174
16,AlphaTauri RBPT,16.0,+1 lap,0.0,No,20220710,25,174
17,Aston Martin Aramco Mercedes,18.0,+1 lap,0.0,No,20220710,13,174
NC,Ferrari,3.0,DNF,0.0,No,20220710,6,174
NC,Williams Mercedes,17.0,DNF,0.0,No,20220710,21,174
NC,Red Bull Racing RBPT,5.0,DNF,0.0,No,20220710,4,174
1,Red Bull Racing RBPT,2.0,1:30:02.112,25.0,No,20220724,3,96
2,Mercedes,4.0,+10.587,18.0,No,20220724,1,96
3,Mercedes,6.0,+16.495,15.0,No,20220724,18,96
4,Red Bull Racing RBPT,3.0,+17.310,12.0,No,20220724,4,96
5,Ferrari,19.0,+28.872,11.0,Yes,20220724,6,96
6,Alpine Renault,7.0,+42.879,8.0,No,20220724,24,96
7,McLaren Mercedes,5.0,+52.026,6.0,No,20220724,9,96
8,Alpine Renault,10.0,+56.959,4.0,No,20220724,12,96
9,McLaren Mercedes,9.0,+60.372,2.0,No,20220724,5,96
10,Aston Martin Aramco Mercedes,15.0,+62.549,1.0,No,20220724,11,96
11,Aston Martin Aramco Mercedes,12.0,+65.448,0.0,No,20220724,13,96
12,AlphaTauri RBPT,14.0,+65.448,0.0,No,20220724,10,96
13,Williams Mercedes,13.0,+68.565,0.0,No,20220724,7,96
14,Alfa Romeo Ferrari,11.0,+76.666,0.0,No,20220724,2,96
15,Haas Ferrari,17.0,+80.394,0.0,No,20220724,26,96
16,Alfa Romeo Ferrari,16.0,+6 laps,0.0,No,20220724,30,96
NC,Williams Mercedes,18.0,DNF,0.0,No,20220724,21,96
NC,Haas Ferrari,20.0,DNF,0.0,No,20220724,20,96
NC,Ferrari,1.0,DNF,0.0,No,20220724,8,96
NC,AlphaTauri RBPT,8.0,DNF,0.0,No,20220724,25,96
1,Red Bull Racing RBPT,10.0,1:39:25.912,25.0,No,20220731,3,131
2,Mercedes,7.0,+7.834,19.0,Yes,20220731,1,131
3,Mercedes,1.0,+12.337,15.0,No,20220731,18,131
4,Ferrari,2.0,+14.579,12.0,No,20220731,6,131
5,Red Bull Racing RBPT,11.0,+15.688,10.0,No,20220731,4,131
6,Ferrari,3.0,+16.047,8.0,No,20220731,8,131
7,McLaren Mercedes,4.0,+78.300,6.0,No,20220731,9,131
8,Alpine Renault,6.0,+1 lap,4.0,No,20220731,24,131
9,Alpine Renault,5.0,+1 lap,2.0,No,20220731,12,131
10,Aston Martin Aramco Mercedes,18.0,+1 lap,1.0,No,20220731,13,131
11,Aston Martin Aramco Mercedes,14.0,+1 lap,0.0,No,20220731,11,131
12,AlphaTauri RBPT,20.0,+1 lap,0.0,No,20220731,10,131
13,Alfa Romeo Ferrari,12.0,+1 lap,0.0,No,20220731,30,131
14,Haas Ferrari,15.0,+1 lap,0.0,No,20220731,26,131
15,McLaren Mercedes,9.0,+1 lap,0.0,No,20220731,5,131
16,Haas Ferrari,13.0,+1 lap,0.0,No,20220731,20,131
17,Williams Mercedes,17.0,+1 lap,0.0,No,20220731,7,131
18,Williams Mercedes,19.0,+1 lap,0.0,No,20220731,21,131
19,AlphaTauri RBPT,16.0,+2 laps,0.0,No,20220731,25,131
NC,Alfa Romeo Ferrari,8.0,DNF,0.0,No,20220731,2,131
1,Red Bull Racing RBPT,14.0,1:25:52.894,26.0,Yes,20220828,3,74
2,Red Bull Racing RBPT,2.0,+17.841,18.0,No,20220828,4,74
3,Ferrari,1.0,+26.886,15.0,No,20220828,6,74
4,Mercedes,5.0,+29.140,12.0,No,20220828,18,74
5,Alpine Renault,3.0,+73.256,10.0,No,20220828,24,74
6,Ferrari,15.0,+74.936,8.0,No,20220828,8,74
7,Alpine Renault,16.0,+75.640,6.0,No,20220828,12,74
8,Aston Martin Aramco Mercedes,10.0,+78.107,4.0,No,20220828,13,74
9,AlphaTauri RBPT,8.0,+92.181,2.0,No,20220828,10,74
10,Williams Mercedes,6.0,+101.900,1.0,No,20220828,7,74
11,Aston Martin Aramco Mercedes,9.0,+103.078,0.0,No,20220828,11,74
12,McLaren Mercedes,17.0,+104.739,0.0,No,20220828,9,74
13,AlphaTauri RBPT,20.0,+105.217,0.0,No,20220828,25,74
14,Alfa Romeo Ferrari,18.0,+106.252,0.0,No,20220828,30,74
15,McLaren Mercedes,7.0,+107.163,0.0,No,20220828,5,74
16,Haas Ferrari,12.0,+1 lap,0.0,No,20220828,20,74
17,Haas Ferrari,19.0,+1 lap,0.0,No,20220828,26,74
18,Williams Mercedes,11.0,+1 lap,0.0,No,20220828,21,74
NC,Alfa Romeo Ferrari,13.0,DNF,0.0,No,20220828,2,74
NC,Mercedes,4.0,DNF,0.0,No,20220828,1,74
1,Red Bull Racing RBPT,1.0,1:36:42.773,26.0,Yes,20220904,3,101
2,Mercedes,6.0,+4.071,18.0,No,20220904,18,101
3,Ferrari,2.0,+10.929,15.0,No,20220904,8,101
4,Mercedes,4.0,+13.016,12.0,No,20220904,1,101
5,Red Bull Racing RBPT,5.0,+18.168,10.0,No,20220904,4,101
6,Alpine Renault,13.0,+18.754,8.0,No,20220904,24,101
7,McLaren Mercedes,7.0,+19.306,6.0,No,20220904,9,101
8,Ferrari,3.0,+20.916,4.0,No,20220904,6,101
9,Alpine Renault,12.0,+21.117,2.0,No,20220904,12,101
10,Aston Martin Aramco Mercedes,10.0,+22.459,1.0,No,20220904,11,101
11,AlphaTauri RBPT,11.0,+27.009,0.0,No,20220904,10,101
12,Williams Mercedes,15.0,+30.390,0.0,No,20220904,7,101
13,Haas Ferrari,8.0,+32.995,0.0,No,20220904,26,101
14,Aston Martin Aramco Mercedes,19.0,+36.007,0.0,No,20220904,13,101
15,Haas Ferrari,18.0,+36.869,0.0,No,20220904,20,101
16,Alfa Romeo Ferrari,14.0,+37.320,0.0,No,20220904,30,101
17,McLaren Mercedes,17.0,+37.764,0.0,No,20220904,5,101
18,Williams Mercedes,20.0,+1 lap,0.0,No,20220904,21,101
NC,Alfa Romeo Ferrari,16.0,DNF,0.0,No,20220904,2,101
NC,AlphaTauri RBPT,9.0,DNF,0.0,No,20220904,25,101
1,Red Bull Racing RBPT,7.0,1:20:27.511,25.0,No,20220911,3,26
2,Ferrari,1.0,+2.446,18.0,No,20220911,8,26
3,Mercedes,2.0,+3.405,15.0,No,20220911,18,26
4,Ferrari,18.0,+5.061,12.0,No,20220911,6,26
5,Mercedes,19.0,+5.380,10.0,No,20220911,1,26
6,Red Bull Racing RBPT,13.0,+6.091,9.0,Yes,20220911,4,26
7,McLaren Mercedes,3.0,+6.207,6.0,No,20220911,9,26
8,AlphaTauri RBPT,5.0,+6.396,4.0,No,20220911,10,26
9,Williams Mercedes,8.0,+7.122,2.0,No,20220911,31,26
10,Alfa Romeo Ferrari,9.0,+7.910,1.0,No,20220911,30,26
11,Alpine Renault,14.0,+8.323,0.0,No,20220911,12,26
12,Haas Ferrari,17.0,+8.549,0.0,No,20220911,26,26
13,Alfa Romeo Ferrari,15.0,+1 lap,0.0,No,20220911,2,26
14,AlphaTauri RBPT,20.0,+1 lap,0.0,No,20220911,25,26
15,Williams Mercedes,10.0,+1 lap,0.0,No,20220911,21,26
16,Haas Ferrari,16.0,+1 lap,0.0,No,20220911,20,26
NC,McLaren Mercedes,4.0,DNF,0.0,No,20220911,5,26
NC,Aston Martin Aramco Mercedes,12.0,DNF,0.0,No,20220911,11,26
NC,Alpine Renault,6.0,DNF,0.0,No,20220911,24,26
NC,Aston Martin Aramco Mercedes,11.0,DNF,0.0,No,20220911,13,26
1,Red Bull Racing RBPT,2.0,2:02:20.238,25.0,No,20221002,4,146
2,Ferrari,1.0,+2.595,18.0,No,20221002,8,146
3,Ferrari,4.0,+10.305,15.0,No,20221002,6,146
4,McLaren Mercedes,6.0,+21.133,12.0,No,20221002,9,146
5,McLaren Mercedes,16.0,+53.282,10.0,No,20221002,5,146
6,Aston Martin Aramco Mercedes,11.0,+56.330,8.0,No,20221002,11,146
7,Red Bull Racing RBPT,8.0,+58.825,6.0,No,20221002,3,146
8,Aston Martin Aramco Mercedes,13.0,+60.032,4.0,No,20221002,13,146
9,Mercedes,3.0,+61.515,2.0,No,20221002,1,146
10,AlphaTauri RBPT,7.0,+69.576,1.0,No,20221002,10,146
11,Alfa Romeo Ferrari,15.0,+88.844,0.0,No,20221002,2,146
12,Haas Ferrari,9.0,+92.610,0.0,No,20221002,20,146
13,Haas Ferrari,12.0,+1 lap,0.0,No,20221002,26,146
14,Mercedes,20.0,+2 laps,0.0,No,20221002,18,146
NC,AlphaTauri RBPT,10.0,DNF,0.0,No,20221002,25,146
NC,Alpine Renault,17.0,DNF,0.0,No,20221002,12,146
NC,Williams Mercedes,18.0,DNF,0.0,No,20221002,7,146
NC,Alpine Renault,5.0,DNF,0.0,No,20221002,24,146
NC,Williams Mercedes,19.0,DNF,0.0,No,20221002,21,146
NC,Alfa Romeo Ferrari,14.0,DNF,0.0,No,20221002,30,146
1,Red Bull Racing RBPT,1.0,3:01:44.004,25.0,No,20221009,3,206
2,Red Bull Racing RBPT,4.0,+27.066,18.0,No,20221009,4,206
3,Ferrari,2.0,+31.763,15.0,No,20221009,8,206
4,Alpine Renault,5.0,+39.685,12.0,No,20221009,12,206
5,Mercedes,6.0,+40.326,10.0,No,20221009,1,206
6,Aston Martin Aramco Mercedes,9.0,+46.358,8.0,No,20221009,13,206
7,Alpine Renault,7.0,+46.369,6.0,No,20221009,24,206
8,Mercedes,8.0,+47.661,4.0,No,20221009,18,206
9,Williams Mercedes,19.0,+70.143,2.0,No,20221009,21,206
10,McLaren Mercedes,10.0,+70.782,1.0,No,20221009,9,206
11,McLaren Mercedes,11.0,+72.877,0.0,No,20221009,5,206
12,Aston Martin Aramco Mercedes,18.0,+73.904,0.0,No,20221009,11,206
13,AlphaTauri RBPT,13.0,+75.599,0.0,No,20221009,25,206
14,Haas Ferrari,17.0,+86.016,0.0,No,20221009,20,206
15,Alfa Romeo Ferrari,12.0,+86.496,0.0,No,20221009,2,206
16,Alfa Romeo Ferrari,14.0,+87.043,0.0,No,20221009,30,206
17,Haas Ferrari,15.0,+92.523,0.0,No,20221009,26,206
18,AlphaTauri RBPT,20.0,+108.091,0.0,No,20221009,10,206
NC,Ferrari,3.0,DNF,0.0,No,20221009,6,206
NC,Williams Mercedes,16.0,DNF,0.0,No,20221009,7,206
1,Red Bull Racing RBPT,2.0,1:42:11.687,25.0,No,20221023,3,87
2,Mercedes,3.0,+5.023,18.0,No,20221023,1,87
3,Ferrari,12.0,+7.501,15.0,No,20221023,8,87
4,Red Bull Racing RBPT,9.0,+8.293,12.0,No,20221023,4,87
5,Mercedes,4.0,+44.815,11.0,Yes,20221023,18,87
6,McLaren Mercedes,6.0,+53.785,8.0,No,20221023,9,87
7,Alpine Renault,14.0,+55.078,6.0,No,20221023,24,87
8,Aston Martin Aramco Mercedes,10.0,+65.354,4.0,No,20221023,13,87
9,Haas Ferrari,13.0,+65.834,2.0,No,20221023,20,87
10,AlphaTauri RBPT,19.0,+70.919,1.0,No,20221023,25,87
11,Alpine Renault,20.0,+72.875,0.0,No,20221023,12,87
12,Alfa Romeo Ferrari,18.0,+76.164,0.0,No,20221023,30,87
13,Williams Mercedes,8.0,+80.057,0.0,No,20221023,7,87
14,AlphaTauri RBPT,11.0,+81.763,0.0,No,20221023,10,87
15,Haas Ferrari,16.0,+84.490,0.0,No,20221023,26,87
16,McLaren Mercedes,15.0,+90.487,0.0,No,20221023,5,87
17,Williams Mercedes,17.0,+103.588,0.0,No,20221023,21,87
NC,Aston Martin Aramco Mercedes,5.0,DNF,0.0,No,20221023,11,87
NC,Alfa Romeo Ferrari,7.0,DNF,0.0,No,20221023,2,87
NC,Ferrari,1.0,DNF,0.0,No,20221023,6,87
1,Red Bull Racing RBPT,1.0,1:38:36.729,25.0,No,20221030,3,14
2,Mercedes,3.0,+15.186,18.0,No,20221030,1,14
3,Red Bull Racing RBPT,4.0,+18.097,15.0,No,20221030,4,14
4,Mercedes,2.0,+49.431,13.0,Yes,20221030,18,14
5,Ferrari,5.0,+58.123,10.0,No,20221030,6,14
6,Ferrari,7.0,+68.774,8.0,No,20221030,8,14
7,McLaren Mercedes,11.0,+1 lap,6.0,No,20221030,5,14
8,Alpine Renault,10.0,+1 lap,4.0,No,20221030,12,14
9,McLaren Mercedes,8.0,+1 lap,2.0,No,20221030,9,14
10,Alfa Romeo Ferrari,6.0,+1 lap,1.0,No,20221030,2,14
11,AlphaTauri RBPT,14.0,+1 lap,0.0,No,20221030,10,14
12,Williams Mercedes,17.0,+1 lap,0.0,No,20221030,7,14
13,Alfa Romeo Ferrari,12.0,+1 lap,0.0,No,20221030,30,14
14,Aston Martin Aramco Mercedes,16.0,+1 lap,0.0,No,20221030,13,14
15,Aston Martin Aramco Mercedes,20.0,+1 lap,0.0,No,20221030,11,14
16,Haas Ferrari,15.0,+1 lap,0.0,No,20221030,26,14
